title,description,link,duration,updated
Progressive Web Apps: Working with Workers,"In this lab, you'll take an existing web application add add web worker to share state between two open windows. This is the eighth in a series of companion codelabs for the Progressive Web App workshop. The previous codelab was Service Worker",https://developers.google.com/codelabs/pwa-training/pwa06--working-with-workers?hl=en,20 minutes,"Updated September 19, 2024"
Project: Create a Business Card app,Learn how to create an Android app that showcases your business card.,https://developer.android.com/codelabs/basic-android-kotlin-compose-business-card?hl=en,,"Updated September 22, 2023"
Protect your Firestore data with Firebase Security Rules,"Cloud Firestore, Cloud Storage for Firebase, and the Realtime Database rely on configuration files you write to grant read and write access. That configuration, called Security Rules, can also act as a kind of schema for your app. It's one of the",https://firebase.google.com/codelabs/firebase-rules?hl=en,58 minutes,"Updated September 27, 2025"
Protect yourself from online harassment,"Learn how to secure your online information, identify phishing attacks, enable Advanced Protections for Google Accounts, and stay safe on social media.",https://developers.google.com/codelabs/protect-yourself-from-online-harassment?hl=en,24 minutes,"Updated September 19, 2024"
Query and Visualize Location Data in BigQuery with Google Maps Platform (JavaScript),"Maps can be a very powerful tool when visualizing the patterns in a dataset that are related to location in some way. This relation could be the name of a place, a specific latitude and longitude value, or the name of an area that has a specific",https://developers.google.com/codelabs/maps-platform/bigquery-maps-api?hl=en,1 hour 55 minutes,"Updated September 19, 2024"
Quick guide to Gemini CLI,"In this lab you will install, authenticate Gemini CLI and try out basic use cases",https://codelabs.developers.google.com/codelabs/quick-guide-to-gemini-cli?hl=en,,"Updated October 28, 2025"
Raise engagement on Android TV by integrating with the Play Next row,"This codelab dives deeper into the new Android TV home screen. You'll learn how to add programs to the Play Next row, the different types of programs allowed, and best practices for your app to integrate with the row.",https://developer.android.com/codelabs/tv-watch-next?hl=en,,"Updated September 19, 2023"
Read and update data with Room,"Learn how to use Room to read and update data in your Android Kotlin apps. Room is a database library that’s part of Android Jetpack. Room takes care of many of the chores of setting up and configuring a database, and makes it possible for your app to interact with the database using ordinary function calls.",https://developer.android.com/codelabs/basic-android-kotlin-compose-update-data-room?hl=en,,"Updated May 18, 2024"
Real-time Accelerated Image Segmentation on Android with LiteRT,"In this codelab, you’ll build an Android app that can segment images from both your cameras in real time using LiteRT.",https://developers.google.com/codelabs/litert-image-segmentation-android?hl=en,55 minutes,"Updated February 3, 2026"
Real-Time IoT Data Processing using Dataproc and Google Managed Service for Apache Kafka,"In this codelab, you will use Managed Kafka and Dataproc to generate insights from real time IoT events.",https://codelabs.developers.google.com/codelabs/iot-data-processing-using-dataproc-and-managed-kafka?hl=en,1 hour 16 minutes,"Updated June 17, 2025"
Realtime on-device In-app-purchase optimization Codelab,Welcome to the Realtime on-device in-app purchase optimization codelab. In this codelab you'll learn how to use TensorFlow Lite and Firebase to train and deploy a custom personalization model to your app. This tutorial shows how to build a machine,https://firebase.google.com/codelabs/iap-optimization?hl=en,28 minutes,"Updated September 27, 2025"
Receive location updates in Android 10 with Kotlin,"In this codelab, you'll learn how to continue receiving location updates for Android 10, keeping best practices for the platform in mind.",https://developer.android.com/codelabs/while-in-use-location?hl=en,,"Updated January 4, 2024"
Receive location updates in Android with Kotlin,Learn how to receive location updates for Android (including Android 11).,https://codelabs.developers.google.com/codelabs/while-in-use-location?hl=en,40 minutes,"Updated July 28, 2023"
Recognize Flowers with TensorFlow Lite on Android,"In this codelab you will take an image classifier, and run it on an Android phone using TensorFlow Lite.",https://codelabs.developers.google.com/codelabs/recognize-flowers-with-tensorflow-on-android?hl=en,31 minutes,"Updated April 8, 2025"
Recognize Flowers with TensorFlow Lite on Android,"In this codelab you will take an image classifier, and run it on an Android phone using TensorFlow Lite.",https://developer.android.com/codelabs/recognize-flowers-with-tensorflow-on-android?hl=en,,"Updated September 20, 2023"
Recognize text and facial features with ML Kit: Android,"In this codelab, you’ll build an Android app with ML Kit that uses on-device Machine Learning to recognize text and facial features in images.",https://codelabs.developers.google.com/codelabs/mlkit-android?hl=en,15 minutes,"Updated July 29, 2023"
"Recognize, Identify Language and Translate text with ML Kit and CameraX: Android","In this codelab, you'll build an Android app with ML Kit that uses on-device Machine Learning to recognize, identify language and translate text from between 59 languages. You'll also learn how to integrate the CameraX library to accomplish these tasks from a real-time camera feed.",https://developer.android.com/codelabs/mlkit-android-translate?hl=en,,"Updated September 19, 2023"
Redeem Credits for use on Google Cloud,"Google Cloud projects form the basis for creating, enabling, and using all Google Cloud services including managing APIs, enabling billing, adding and removing collaborators, and managing permissions for Google Cloud resources. A project provides a",https://codelabs.developers.google.com/codelabs/cloud-codelab-credits?hl=en,,"Updated January 14, 2026"
Refactoring to Kotlin (重构为 Kotlin),在此 Codelab 中，您将学习如何将 Java 代码重构为 Kotlin,https://developer.android.com/codelabs/java-to-kotlin-zh?hl=en,,"Updated September 19, 2023"
Repurpose your Cloud Functions code as a Firebase Extension,"A Firebase Extension performs a specific task or set of tasks in response to either HTTP requests or triggering events from other Firebase and Google products like Firebase Cloud Messaging, Cloud Firestore, or Pub/Sub. In this codelab, you'll build a",https://firebase.google.com/codelabs/convert-functions-to-extension?hl=en,23 minutes,"Updated September 27, 2025"
Retrieving Credentials/Secrets from Secret Manager with Spring Boot,"In this codelab, you will build simple Spring Boot microservices and retrieve secrets / configuration values stored in Secret Manager.",https://codelabs.developers.google.com/codelabs/cloud-spring-cloud-gcp-secret-manager?hl=en,13 minutes,"Updated June 7, 2023"
Run a big data text processing pipeline in Cloud Dataflow,"You will use Cloud Dataflow, create a Maven project with the Cloud Dataflow SDK, and run a distributed work count pipeline using the Google Cloud Platform Console.",https://codelabs.developers.google.com/codelabs/cloud-dataflow-starter?hl=en,21 minutes,"Updated March 20, 2024"
Run your first app on the Android Emulator,Learn how to run an app on the Android Emulator.,https://developer.android.com/codelabs/basic-android-kotlin-compose-emulator?hl=en,,"Updated June 29, 2024"
"Say hello to the ""Hello, World"" of machine learning",Learn the basics of creating a,https://developers.google.com/codelabs/tensorflow-1-helloworld?hl=en,16 minutes,"Updated September 19, 2024"
Scalable implementation of Google Play Billing in Kotlin,This codelab shows how to add billing to an existing app. You will learn how to use the Google Play Billing Library in your project in a way that hides the nitty-gritty details from the rest of your app and engineering team.,https://developer.android.com/codelabs/play-billing-scalable-kotlin?hl=en,,"Updated September 10, 2024"
Secure shared data in use with Confidential Space,"In this codelab, you’ll learn how to secure multi-party data sharing while preserving confidentiality using Confidential Space",https://codelabs.developers.google.com/codelabs/confidential-space?hl=en,,"Updated August 13, 2025"
Secure your site with two-factor authentication with a security key (WebAuthn),"In this codelab, you’ll add second-factor authentication to your site or web app with a security key.",https://developers.google.com/codelabs/webauthn-2fa-key?hl=en,1 hour,"Updated September 19, 2024"
Securing a Multi-Agent System,“Secure a distributed multi-agent system using Google Cloud security features.”,https://codelabs.developers.google.com/codelabs/production-ready-ai-roadshow/3-securing-a-multi-agent-system/securing-a-multi-agent-system?hl=en,,"Updated January 31, 2026"
Securing AI Applications,“Learn to use Google Cloud’s Model Armor to secure Generative AI applications against prompt injection and data leakage.”,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/4-securing-ai-applications/securing-ai-applications?hl=en,,"Updated January 29, 2026"
Securing Data Used for AI Applications,"“Build an automated pipeline to inspect, classify, and de-identify PII for use in AI development using Sensitive Data Protection.”",https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/4-securing-ai-applications/securing-data-used-for-ai-applications?hl=en,,"Updated December 18, 2025"
Securing Infrastructure for AI Applications,"“Secure an AI development environment by implementing network isolation, hardened compute instances, and protected storage.”",https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/4-securing-ai-applications/securing-infrastructure-for-ai-applications?hl=en,,"Updated December 18, 2025"
Securing ML models and Intellectual Property using Confidential Space,"In this codelab, you’ll learn how to secure machine learning models and intellectual property using Confidential Space",https://codelabs.developers.google.com/codelabs/secure-ml-model-confidential-space?hl=en,,"Updated August 13, 2025"
Send and receive notifications for a Flutter app using Firebase Cloud Messaging,"This codelab walks you through the process of developing a multi-platform app with Firebase Cloud Messaging (FCM) using Flutter. You will write one piece of the implementation of the app, and then build and run it seamlessly on three platforms:",https://firebase.google.com/codelabs/firebase-fcm-flutter?hl=en,58 minutes,"Updated December 16, 2025"
Send app events to GA4 using Measurement Protocol,"Last Updated: 2021-06-08 In this codelab, You will learn how to send external events to GA4 using Measurement Protocol. This codelab assumes that you already have an App with Google Analytics for Firebase implemented. If you want to learn how to",https://firebase.google.com/codelabs/firebase_mp?hl=en,4 minutes,"Updated September 27, 2025"
Send notifications for a web app using Cloud Messaging and Cloud Functions,"In this codelab, you'll learn how to use Cloud Functions for Firebase to add functionality to a chat web app by sending notifications to users of the chat app. Clone the GitHub repository from the command line: Using your IDE, open or import the",https://firebase.google.com/codelabs/firebase-cloud-functions?hl=en,1 hour 2 minutes,"Updated September 27, 2025"
Serverless Data Transformation with Apache Spark in BigQuery Studio Notebooks,"In this codelab you’ll learn how to leverage serverless Spark capabilities to perform data transformations and analysis on your BigQuery data, all within a unified interface in BigQuery Studio Notebook. With use BigQuery Studio Notebook, you can write and build spark application easily without any spark installation and setup for compute cluster",https://codelabs.developers.google.com/devsite/codelabs/serverless-data-transformation-spark-bigquery-studio?hl=en,1 hour 20 minutes,"Updated July 15, 2025"
Serverless Web APIs Workshop,"In this code lab, you develop a Web API on top of Google Cloud serverless solutions, to serve a bookshelf and its books. You will create a Cloud Function to import sample data, a Cloud Run container to offer a reusable backend Web API, and an App Engine web application to offer a web frontend to browse through the library of books.",https://codelabs.developers.google.com/codelabs/serverless-web-apis?hl=en,41 minutes,"Updated August 3, 2023"
Serving AVIF Images,Images account for more than 60% of the bytes on average needed to load a web page. Using AVIF you can make your images smaller and make your website load faster. AVIF is an image format derived from the AV1 video bitream. AVIF was built for,https://codelabs.developers.google.com/codelabs/avif?hl=en,,"Updated February 25, 2025"
Serving Gemma 3 with vLLM on Cloud Run,This Codelab will guide you through deploying and serving Google’s Gemma 3 model by leveraging vLLM on Google Cloud Run.,https://codelabs.developers.google.com/devsite/codelabs/serve-gemma3-with-vllm-on-cloud-run?hl=en,35 minutes,"Updated September 8, 2025"
Set up and manage Firebase projects and products via Terraform,"You can use Terraform to set up and manage a Firebase project, including the programmatic configuration of infrastructure and Firebase products. This codelab first describes how to build a Terraform configuration file to create a new Firebase",https://firebase.google.com/codelabs/firebase-terraform?hl=en,58 minutes,"Updated September 27, 2025"
Sharing the Thread Network With Google Thread Credentials APIs,Learn how your own border router and app can interact with Google APIs to make a single Thread Network.,https://developers.home.google.com/codelabs/thread-sharing-apis?hl=en,44 minutes,"Updated April 24, 2025"
Showcasing Agile Safety Classifiers with Gemma,"This codelab illustrates how to create a customised text classifier using parameter efficient tuning (PET). Instead of fine-tuning the whole model, PET methods update only a small amount of parameters, which makes it relatively easy and fast to",https://codelabs.developers.google.com/codelabs/responsible-ai/agile-classifiers?hl=en,,"Updated September 27, 2024"
Sign in with Google button for Web,"In this codelab, you’ll learn how to add a Sign in with Google button",https://codelabs.developers.google.com/codelabs/sign-in-with-google-button?hl=en,10 minutes,"Updated July 10, 2025"
Sign in with Google One Tap prompt for Web,"In this codelab, you’ll learn how to add a Sign in with Google",https://codelabs.developers.google.com/codelabs/google-one-tap?hl=en,18 minutes,"Updated July 10, 2025"
Signed Embedding with Looker,In this codelab you’ll learn the basics of single-sign on embedding with Looker.,https://codelabs.developers.google.com/codelabs/looker-embed?hl=en,44 minutes,"Updated November 9, 2023"
Similarity Search with Spanner and Vertex AI,Build a similarity search application for apparel recommendation based on user input and perform search against data stored in spanner and indexed by Vector Search to respond with the nearest neighbors.,https://codelabs.developers.google.com/codelabs/similary-search-spanner-vertex?hl=en,,"Updated January 4, 2024"
Simple Animation with Jetpack Compose,Learn how to add a simple spring animation to your Compose app.,https://developer.android.com/codelabs/basic-android-kotlin-compose-woof-animation?hl=en,,"Updated May 8, 2024"
Simulate Thread Networks using OTNS,"In this codelab, you’ll use the OTNS CLI and web visualization to add/move/delete nodes in a simulated Thread network and observe how the network adapts to topology changes.",https://openthread.io/codelabs/openthread-network-simulator?hl=en,30 minutes,"Updated July 26, 2025"
Simulating a Thread network using OpenThread in Docker,"In this codelab, you’ll simulate a Thread network on virtual devices using OpenThread in Docker.",https://openthread.io/codelabs/openthread-simulation?hl=en,24 minutes,"Updated August 2, 2023"
Simulating a Thread network with OpenThread,"In this codelab, you’ll simulate a Thread network on virtual devices using OpenThread on a Linux or Mac OS machine.",https://openthread.io/codelabs/openthread-simulation-posix?hl=en,26 minutes,"Updated August 15, 2023"
Specialized Processors with Document AI (Python),"In this codelab, you will learn how to use Procurement DocAI and Lending DocAI to classify and parse specialized documents.",https://codelabs.developers.google.com/codelabs/docai-specialized-processors-python?hl=en,32 minutes,"Updated April 4, 2023"
Spelling Practice Game using Google Assistant and Cloud Firestore,"The Google Assistant developer platform lets you create software to extend the functionality of Google Assistant, a virtual personal assistant, across more than 1 billion devices, including smart speakers, phones, cars, TVs, headphones, and more.",https://firebase.google.com/codelabs/firestore-google-assistant?hl=en,1 hour 28 minutes,"Updated September 27, 2025"
Spring Boot application with Cloud Datastore,"In this codelab, you will learn how to use Spring Cloud GCP to write and read objects from Datastore",https://codelabs.developers.google.com/codelabs/cloud-spring-datastore?hl=en,30 minutes,"Updated April 17, 2023"
Spring Boot application with Cloud Spanner,"In this codelab, you will learn how to use Spring Cloud GCP to write and read data from a Cloud Spanner database.",https://codelabs.developers.google.com/codelabs/cloud-spring-spanner?hl=en,27 minutes,"Updated June 8, 2024"
Stages of the Activity lifecycle,"In this codelab, you learn about the activity lifecycle and logging.",https://developer.android.com/codelabs/basic-android-kotlin-compose-activity-lifecycle?hl=en,,"Updated April 27, 2024"
Starting Android Accessibility,"In this codelab, you’ll learn the fundamentals of Android Accessibility. You’ll work through exercises to learn how to use the Android platform to build apps that can be used more easily by a wider set of people with different accessibility needs.",https://developer.android.com/codelabs/starting-android-accessibility?hl=en,16 minutes,"Updated May 25, 2024"
State in Jetpack Compose,"In this codelab you’ll learn about how to build rich, interactive, Compose applications by managing state.",https://developer.android.com/codelabs/jetpack-compose-state?hl=en,50 minutes,"Updated November 23, 2023"
Supercharge your development workflow with Gemini Code Assist,"In this codelab, you’ll look at how Gemini Code Assist assists you across key stages of the Software Development Life Cycle (SDLC) like design, build & test and deploy. We will design and develop an entire application and deploy it on Google Cloud.",https://codelabs.developers.google.com/codelabs/cloud-code-assist-sdlc?hl=en,43 minutes,"Updated June 26, 2024"
Supercharge your web app by migrating to the modular Firebase JS SDK,The modular Firebase JS SDK is a rewrite of the existing JS SDK and will be released as the next major version. It enables developers to exclude unused code from the Firebase JS SDK to create smaller bundles and achieve better performance. The most,https://firebase.google.com/codelabs/upgrade-to-modular?hl=en,32 minutes,"Updated September 27, 2025"
Support foldable and dual-screen devices with Jetpack WindowManager,"Learn to adapt your app to new form factors, like foldable and dual-screen devices, with the Jetpack WindowManager library.",https://developer.android.com/codelabs/android-window-manager-dual-screen-foldables?hl=en,1 hour,"Updated December 10, 2025"
Support resizable surfaces in your camera app,"With the advent of Android 12L and the availability of new form factors (such as foldable devices) and display modes such as multi-window and multi-display, many assumptions regarding the relationship between the camera output and the surface have been challenged.",https://developer.android.com/codelabs/android-camera2-preview?hl=en,38 minutes,"Updated July 23, 2024"
Take your Flutter app from boring to beautiful,"Flutter is Google’s UI toolkit for building beautiful, natively compiled applications for mobile, web, and desktop from a single codebase. In this codelab, you start with a plain music app and (using Material 3) make it more beautiful and more responsive for all platforms.",https://codelabs.developers.google.com/codelabs/flutter-boring-to-beautiful?hl=en,55 minutes,"Updated June 24, 2025"
TensorFlow.js: Build a comment spam detection system,"In this codelab, you’ll learn how to build a simple web page that has commenting ability akin to a blog post article and integrate it with a pre trained machine learning model to detect comment spam posts, enabling you to filter these out before they even get stored in any backend database, reducing server processing time and cost.",https://developers.google.com/codelabs/tensorflowjs-comment-spam-detection?hl=en,1 hour 14 minutes,"Updated September 19, 2024"
TensorFlow.js: Retrain a comment spam detection model to handle edge cases,"In this codelab you’ll learn how to use Model Maker to retrain a comment spam model to account for edge cases the pre-trained model could not handle, and then re-deploy the new model to the web application.",https://developers.google.com/codelabs/tensorflow-retraining-comment-spam-detection?hl=en,44 minutes,"Updated September 19, 2024"
Test the Cupcake App,Learn how to test the Navigation component and maximize the amount of code that is tested.,https://developer.android.com/codelabs/basic-android-kotlin-compose-test-cupcake?hl=en,,"Updated May 9, 2024"
Testing for Accessibility,Learn how to test an app for accessibility.,https://developer.android.com/codelabs/basic-android-kotlin-compose-test-accessibility?hl=en,,"Updated May 9, 2024"
Testing in Jetpack Compose,"In this codelab you’ll learn about testing UIs created with Jetpack Compose. You will write your first tests while learning about testing in isolation, debugging tests, semantics trees and synchronization.",https://developer.android.com/codelabs/jetpack-compose-testing?hl=en,38 minutes,"Updated November 22, 2023"
Theming in Compose with Material 3,The purpose of this codelab is to demonstrate theming in Jetpack Compose with new Material Design 3 and Material You implementation.,https://developer.android.com/codelabs/jetpack-compose-theming?hl=en,31 minutes,"Updated January 4, 2024"
Thread Border Router - Bidirectional IPv6 Connectivity and DNS-Based Service Discovery,"In this codelab, you will use OTBR as a standard Thread Border Router, discover and reach Thread end devices from a mobile phone connected in the same Wi-Fi network.",https://openthread.io/codelabs/openthread-border-router?hl=en,22 minutes,"Updated July 26, 2025"
Thread Border Router - IPv6 Multicast,"Thread border routers support multicast forwarding, which allows multicast communication between Thread network and Infrastructure (Wi-Fi/ethernet) network segments. This codelab will guide you through the process to set up and play with Thread Multicast features.",https://openthread.io/codelabs/openthread-border-router-ipv6-multicast?hl=en,17 minutes,"Updated July 26, 2025"
Thread Border Router - Provide Internet access via NAT64,"In this codelab, you’ll build an OpenThread border router with NAT64 support, and use the end-device in the network to access IPv4 only resources from the internet.",https://openthread.io/codelabs/openthread-border-router-nat64?hl=en,23 minutes,"Updated May 6, 2025"
Tools Make an Agent: From Zero to Assistant with ADK,Learn about all the different tool types Agent Development Kit (ADK) has to offer. This hands-on workshop guides you through building an agent using ADK one tool at a time.,https://codelabs.developers.google.com/codelabs/cloud-run/tools-make-an-agent?hl=en,,"Updated September 11, 2025"
Track Autofill Behavior with Google Analytics 4,This codelab guides you on how to track autofill behavior on your web forms using Google Analytics 4 (GA4). It builds upon the concepts and motivation for measuring autofill discussed in articles such as Measure browser autofill on your forms on,https://codelabs.developers.google.com/codelabs/ga4-autofill-tracking?hl=en,,"Updated November 25, 2025"
Train a comment-spam detection model with TensorFlow Lite Model Maker,Learn how to train a comment-spam detection model with TensorFlow Lite Model Maker.,https://developers.google.com/codelabs/classify-text-tensorflow-serving?hl=en,18 minutes,"Updated September 19, 2024"
Trigger Cloud Run with Eventarc events,"In this codelab, you will learn about the main features of Eventarc.",https://codelabs.developers.google.com/codelabs/cloud-run-events?hl=en,37 minutes,"Updated April 12, 2023"
Trigger Kubernetes services with Eventarc events,"In this codelab, you will listen to events from Pub/Sub, Cloud Storage and Cloud Audit Logs with Eventarc and pass them to a Kubernetes service running on Google Kubernetes Engine (GKE).",https://codelabs.developers.google.com/codelabs/eventarc-events-gke?hl=en,46 minutes,"Updated July 3, 2025"
Troubleshoot with Gemini CodeLab,"This CodeLab demonstrates use of Gemini for Google Cloud to accelerate troubleshooting and issue remediation. You will get familiar with Gemini in summarizing logs, explaining errors and assisting in finding solutions for the problem.",https://codelabs.developers.google.com/codelabs/troubleshooting-with-gemini?hl=en,20 minutes,"Updated May 1, 2024"
Trusted Space codelab,"In this codelab, you’ll learn how to run AI/ML workload with an accelerator using the Trusted Space solution.",https://codelabs.developers.google.com/codelabs/trusted-space?hl=en,,"Updated August 13, 2025"
Understand a Unity game's crashes using advanced Crashlytics features,"In this codelab, you'll learn how to use advanced features of Crashlytics which will give you better visibility into crashes and the circumstances that might have caused them. You will add new functionality to a sample game, MechaHamster: Level Up",https://firebase.google.com/codelabs/understand-unity-games-crashes-using-advanced-crashlytics?hl=en,,"Updated December 3, 2025"
Understand fulfillment by integrating Dialogflow with Calendar,Learn the concept of fulfillment in Dialogflow.,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-fulfillment?hl=en,40 minutes,"Updated January 18, 2023"
Unfold your camera experience,"Over the years, Android devices have evolved to include a variety of sizes, shapes, and displays, among other features. Since the beginning, however, taking pictures with your phone has been one of the most important use cases. Today, camera capabilities are still one of the top reasons consumers purchase a phone.",https://codelabs.developers.google.com/codelabs/android-camera-foldables?hl=en,34 minutes,"Updated September 29, 2023"
Unlock new markets with regional product pricing,"In this codelab you’ll learn how to create a new one-time product with the buy and rent options, along with configuring region specific pricing.",https://codelabs.developers.google.com/codelabs/play-billing-unlock-new-markets-regional-pricing?hl=en,57 minutes,"Updated November 10, 2025"
Use App Check to secure your Maps Javascript API key,"In this codelab, you will use App Check to add another layer of protection to your API key used in a web environment. Specifically the following steps will be followed through the Codelab to tie the functionality together: At the end of the codelab",https://developers.google.com/codelabs/maps-platform/maps-platform-firebase-appcheck?hl=en,54 minutes,"Updated September 5, 2025"
Use BigQuery Remote Functions to ask questions to Vertex AI Visual Question Answering (VQA) in a SQL query,Learn how to use BigQuery Remote Functions to ask Vertex AI Visual Question Answering (VQA) a question about images stored in a Cloud Storage object table.,https://codelabs.developers.google.com/codelabs/how-to-bigquery-remote-functions-imagen-vqa?hl=en,,"Updated October 2, 2024"
Use classes and objects in Kotlin,Learn how to use classes and objects in Kotlin.,https://developer.android.com/codelabs/basic-android-kotlin-compose-classes-and-objects?hl=en,,"Updated December 20, 2023"
Use collections in Kotlin,"Learn how to use arrays and collections, including lists, sets, and maps.",https://developer.android.com/codelabs/basic-android-kotlin-compose-collections?hl=en,,"Updated September 22, 2023"
Use collections in Kotlin,"Learn how to use arrays and collections, including lists, sets, and maps.",https://developer.android.com/codelabs/basic-android-kotlin-collections?hl=en,1 hour 12 minutes,"Updated September 22, 2023"
Use convolutional neural networks (CNNs) with complex images,Learn to use CNNs with complex images in which the subject could be anywhere.,https://developers.google.com/codelabs/tensorflow-5-compleximages?hl=en,56 minutes,"Updated September 19, 2024"
Use convolutional neural networks (CNNs) with large datasets to avoid overfitting,Learn to use CNNs with large datasets to avoid overfitting.,https://developers.google.com/codelabs/tensorflow-6-largecnns?hl=en,32 minutes,"Updated September 19, 2024"
Use FCM and FIAM to send messages to users,"In this codelab, you learn how to add the ability to engage with users whether they are using your app in the foreground or your app is in the background. None Clone the GitHub repository from the command line: From Android Studio, select the",https://firebase.google.com/codelabs/fcm-and-fiam?hl=en,13 minutes,"Updated September 27, 2025"
Use function types and lambda expressions in Kotlin,Learn how to use lambda expressions and higher order functions in Kotlin.,https://developer.android.com/codelabs/basic-android-kotlin-compose-function-types-and-lambda?hl=en,,"Updated September 22, 2023"
Use nullability in Kotlin,Learn how to use nullability in Kotlin.,https://developer.android.com/codelabs/basic-android-kotlin-compose-nullability?hl=en,,"Updated March 23, 2024"
Use SQL to read and write to a database,Learn the core concepts of relational databases and learn to read and manipulate a database using SQL.,https://developer.android.com/codelabs/basic-android-kotlin-compose-sql?hl=en,,"Updated January 10, 2025"
Use the debugger in Android Studio,Learn how to use the debugger in Android Studio to inspect and debug the state of your app at runtime.,https://developer.android.com/codelabs/basic-android-kotlin-compose-intro-debugger?hl=en,,"Updated April 24, 2024"
Use the FCM HTTP v1 API with OAuth 2 access tokens,"Compared to the FCM legacy API, the FCM HTTP v1 API provides a more secure authorization model using short-lived access tokens. The steps for generating the access token for the FCM v1 API are significantly different from the steps for the legacy",https://firebase.google.com/codelabs/use-the-fcm-http-v1-api-with-oauth-2-access-tokens?hl=en,,"Updated September 27, 2025"
Use Vertex AI Search on PDFs (unstructured data) in Cloud Storage from a Cloud Run service,Learn how to make a query to Vertex AI Search from a Cloud Run service.,https://codelabs.developers.google.com/codelabs/how-to-query-vertex-ai-search-cloud-run-service?hl=en,,"Updated November 4, 2023"
Using BigQuery with C#,"In this codelab, you will learn how to use BigQuery with C#",https://codelabs.developers.google.com/codelabs/cloud-bigquery-csharp?hl=en,29 minutes,"Updated June 27, 2023"
Using Cloud NAT Dynamic Port Allocation,The goal of this lab is to explore Cloud NAT’s Dynamic Port Allocation (DPA) Feature.,https://codelabs.developers.google.com/codelabs/cloudnet-natdynamicportalloc?hl=en,1 hour 5 minutes,"Updated August 26, 2023"
Using Cloud NAT NAT rules,The goal of this lab is to explore Cloud NAT’s Rules feature,https://codelabs.developers.google.com/codelabs/cloudnet-natrules?hl=en,1 hour 15 minutes,"Updated August 26, 2023"
"Using Document AI Warehouse to Ingest, Process, and Search Documents","In this codelab, you will use Document AI Warehouse to ingest, process, and search the full text of documents.",https://codelabs.developers.google.com/codelabs/docai-warehouse?hl=en,14 minutes,"Updated April 4, 2023"
Using FFI in a Flutter plugin,"In this codelab, you’ll build a Flutter plugin for both mobile and desktop platforms using FFI to make use of an existing native C library.",https://codelabs.developers.google.com/codelabs/flutter-ffigen?hl=en,,"Updated June 24, 2025"
Using Gemini Code Assist to explore and enhance AI Summarization Jump Start Solution,"In this codelab, we shall look at an existing Jump Start Solution, AI Summarization, that uses Vertex AI models to summarize PDF documents that have been uploaded to Google Cloud Storage. We will use Gemini Code Assist to understand and add new functionality to the solution.",https://codelabs.developers.google.com/codelabs/gemini-code-assist-developer-aisummarization-jss?hl=en,55 minutes,"Updated May 3, 2024"
"Using IPv6 Static Routes next hop instance (untagged and tagged), next hop address and next hop gateway","In this codelab you’ll learn how to use ipv6 static routes with new next-hop attributes such as next-hop-instance, next-hop-gateway and next-hop-address",https://codelabs.developers.google.com/codelabs/ipv6-staticrouting-nexthopinstancegateway?hl=en,1 hour 10 minutes,"Updated January 11, 2025"
Using LIT to Analyze Gemma Models in Keras,"Generative AI products are relatively new and the behaviors of an application can vary more than earlier forms of software. This makes it important to probe the machine learning models being used, examine examples of the model's behavior and",https://codelabs.developers.google.com/codelabs/responsible-ai/lit-gemma?hl=en,,"Updated September 13, 2024"
Using Notebooks with Google Cloud Dataflow,Setting up and running a notebook with interactive Beam,https://codelabs.developers.google.com/codelabs/dataflow-notebooks-streamingwordcount?hl=en,7 minutes,"Updated July 11, 2023"
Using Play Asset Delivery in native games,"In this codelab, modify a C++ demo application to take advantage of Play Asset Delivery for on-demand asset downloading from Google Play.",https://developer.android.com/codelabs/native-gamepad?hl=en,1 hour 15 minutes,"Updated September 22, 2023"
Using Play Asset Delivery in Unity games,"In this codelab, modify a sample Unity project to take advantage of Play Asset Delivery for on-demand asset downloading from Google Play.",https://developer.android.com/codelabs/unity-gamepad?hl=en,1 hour 25 minutes,"Updated August 22, 2024"
"Using revisions in Cloud Run for Traffic Splitting, Gradual Rollouts, and Rollbacks","Learn how to use revisions to do traffic splitting, gradual rollouts, and rollbacks for a Cloud Run service.",https://codelabs.developers.google.com/codelabs/cloud-run/revisions-cloud-run-traffic-splitting-gradual-rollout-rollbacks?hl=en,,"Updated April 5, 2025"
"Using revisions in Cloud Run functions for Traffic Splitting, Gradual Rollouts, and Rollbacks","Learn how to use revisions in Cloud Run functions to do traffic splitting, gradual rollouts, and rollbacks.",https://codelabs.developers.google.com/codelabs/revisions-2nd-gen-cloud-functions-traffic-splitting-gradual-rollout-rollbacks?hl=en,,"Updated October 2, 2024"
Using textembedding-gecko@003 for Vector Embeddings,"In this codelab, you’ll learn what is the model gecko@003 and a real use case for its application.",https://codelabs.developers.google.com/codelabs/using-textembedding-gecko?hl=en,7 minutes,"Updated October 8, 2024"
Using the Natural Language API with C#,"In this codelab, you will learn to use the Natural Language API with C#",https://codelabs.developers.google.com/codelabs/cloud-natural-language-csharp?hl=en,26 minutes,"Updated June 27, 2023"
Using the Natural Language API with Python,"In this tutorial, you will learn to use the Natural Language API with Python.",https://codelabs.developers.google.com/codelabs/cloud-natural-language-python3?hl=en,8 minutes,"Updated September 12, 2023"
